,dataset,sentences
593,ade,Cutaneous seeding after ultrasound guided percutaneous ethanol injection for treatment of hepatocellular carcinoma
594,ade,We describe a case of needle track cutaneous seeding of hepatocellular carcinoma (HCC) after sonographically guided percutaneous ethanol injection (PEI)
595,ade,Adenosine induced ventricular fibrillation
596,ade,However adenosine shortens the antegrade refractoriness of accessory atrioventricular connections and may cause acceleration of the ventricular rate during atrial fibrillation
597,ade,We observed ventricular fibrillation in 2 patients who presented to the emergency department with pre excited atrial fibrillation and were given 12 mg of adenosine
598,ade,After the dose of methylprednisolone was reduced from 40 mg to 20 mg i.v. q6h and shifted to other anti asthma treatment by procaterol metered dose inhaler via spacer the psychotic reaction disappeared a few hours later
599,ade,Continuous EEG monitoring is helpful in managing seizures that occur as a complication of CBZ OD after the course of recovery or worsening and in providing assistance with prognosis
600,ade,Massive CBZ OD may produce a reversible encephalopathy that includes cortical hyperexcitability a profound burst suppression EEG pattern and cranial nerve areflexia
601,ade,Massive CBZ OD may produce a reversible encephalopathy that includes cortical hyperexcitability a profound burst suppression EEG pattern and cranial nerve areflexia
602,ade,Massive CBZ OD may produce a reversible encephalopathy that includes cortical hyperexcitability a profound burst suppression EEG pattern and cranial nerve areflexia
603,ade,Massive CBZ OD may produce a reversible encephalopathy that includes cortical hyperexcitability a profound burst suppression EEG pattern and cranial nerve areflexia
604,ade,Massive plasmocytosis due to methimazole induced bone marrow toxicity
605,ade,Massive plasmocytosis due to methimazole induced bone marrow toxicity
606,ade,To our knowledge this is the first report of pancytopenia due to MMI where the usual hypoplasia found is replaced by massive plasmocytosis
607,ade,To our knowledge this is the first report of pancytopenia due to MMI where the usual hypoplasia found is replaced by massive plasmocytosis
608,ade,We report a case of fulminant hepatic failure associated with didanosine and masquerading as a surgical abdomen and compare the clinical biologic histologic and ultrastructural findings with reports described previously
609,ade,This report details a case of bilateral avascular necrosis of the femoral heads in a patient receiving 'standard' doses of dexamethasone as part of the antiemetic regimen used in cisplatin based combination chemotherapy
610,ade,Although no coagulation study was done and the Meckel's diverticulum is normally associated with bleeding the particular intensity of the following hemorrhage may have been favored by metformin
611,ade,An obese patient not diabetic treated with metformin for some weeks was referred to us with severe inferior digestive hemorrhage diagnosed with Meckel's diverticulum
612,ade,Digestive hemorrhage caused by a Meckel's diverticulum in a metformin treated patient is there any connection
613,ade,Ulcer became worse after tobramycin and gentamycin treatment for 2 days
614,ade,Ulcer became worse after tobramycin and gentamycin treatment for 2 days
615,ade,Possible linkage of amprenavir with intracranial bleeding in an HIV infected hemophiliac
616,ade,The bleeding resolved on discontinuation of APV
617,ade,We report the occurrence of spontaneous intracranial bleeding in an human immunodeficiency virus (HIV) infected adolescent with hemophilia A who was receiving amprenavir (APV)
618,ade,According to the Naranjo probability scale the relationship of gemcitabine treatment with cutaneous eruption in our patient is possible
619,ade,CONCLUSIONS We report the first case of gemcitabine induced LABD
620,ade,Linear immunoglobulin A bullous dermatosis induced by gemcitabine
621,ade,OBJECTIVE To report a case of linear immunoglobulin (Ig) A bullous dermatosis (LABD) induced by gemcitabine
622,ade,OBJECTIVE To report a case of linear immunoglobulin (Ig) A bullous dermatosis (LABD) induced by gemcitabine
623,ade,Twenty four hours after the administration of gemcitabine a symmetric bullous herpetiform eruption appeared on his trunk and upper limbs
624,ade,Vancomycin is the most frequently implicated drug but other agents have been reported to cause LABD
625,ade,Although taxol has shown significant activity in advanced ovarian cancer peripheral neuropathy is likely to become the major dose limiting toxicity
626,ade,A rare case of advanced ovarian carcinoma who developed difficulty walking 25 days after treatment with weekly paclitaxel
627,ade,We describe a case of advanced ovarian carcinoma who developed difficulty walking because of marked pain in the lower extremities and loss of proprioception 25 days after treatment with weekly taxol (80 mg m(2)x3)
628,ade,We describe a case of advanced ovarian carcinoma who developed difficulty walking because of marked pain in the lower extremities and loss of proprioception 25 days after treatment with weekly taxol (80 mg m(2)x3)
629,ade,We describe a case of advanced ovarian carcinoma who developed difficulty walking because of marked pain in the lower extremities and loss of proprioception 25 days after treatment with weekly taxol (80 mg m(2)x3)
630,ade,Relief by naloxone of morphine induced spasm of the sphincter of Oddi in a post cholecystectomy patient
631,ade,We present the case of a patient who had undergone cholecystectomy previously but in whom morphine given in the Emergency Department precipitated pain consistent with biliary colic; the pain resolved promptly after administration of naloxone
