azithromycin,ototoxicity
acyclovir,central nervous system side effects
tryptophan,eosinophilia myalgia syndrome
tryptophan,Fatal eosinophilia myalgia syndrome
vasopressin,fatal rhabdomyolysis
vasopressin,impaired tissue perfusion
vasopressin,vasodilation
vasopressin,Rhabdomyolysis
disulfiram,teratogen
disulfiram,significant abnormalities
penicillamine,PV
glibenclamide,Pemphigus vulgaris
glibenclamide,oral lesions of PV
Piritrexim,pulmonary toxicity
piritrexim,abnormal chest x-ray with diffuse interstitial opacities
piritrexim,respiratory dysfunction
adenosine,acceleration of the heart rate
adenosine,Acceleration of ventricular response
methotrexate,lymphoproliferative diseases
methotrexate,non-Hodgkin lymphoma
paracetamol,Hepatotoxicity
paracetamol,hepatotoxic effects
paracetamol,fatal
prednisolone,Kaposi's sarcoma
pimozide,Acute dystonic reaction
pimozide,acute dystonic reactions
thioridazine,acute dystonic reactions
t-PA,atheroembolic acute renal failure
t-PA,cholesterol crystal embolization
t-PA,extrarenal manifestations
tissue-type plasminogen activator,Cholesterol crystal embolization
tissue-type plasminogen activator,renal failure
recombinant tissue-type plasminogen activator,cholesterol crystal embolization
recombinant tissue-type plasminogen activator,renal failure
t-PA,renal failure
haloperidol,multiform ventricular tachycardia
gold,mucocutaneous side effects
gold,mucocutaneous reactions
phenol,Anterior spinal artery syndrome
phenol-glycerine,anterior spinal artery syndrome
risperidone,feeding gastrostomy
risperidone,worsening parkinsonism
risperidone,encephalopathy
risperidone,worsened motorically
Azathioprine,myelosuppression
azathioprine,pancytopenia
Nabumetone,interstitial nephritis
nabumetone,edema
hydroxyurea,Acute myeloid leukemia
hydroxyurea,AL
hydroxyurea,acute leukemia
halofantrine,cardiac effects
halofantrine,sudden death
halofantrine,QT interval was prolonged
halofantrine,Prolongation of the QT interval
Halfan,cardiac arrests
mefloquine,cardiac arrests
Halfan,deaths
mefloquine,deaths
CHOP,Supravenous hyperpigmentation
Phenytoin,Phenytoin toxicity
phenytoin,blood levels in the toxic range
foscarnet,Nephrogenic diabetes insipidus
foscarnet,renal tubular acidosis
foscarnet,polyuria
foscarnet,thirst
tissue plasminogen activator,Choroidal hemorrhage
tissue plasminogen activator,hemorrhage
tissue plasminogen activator,hemorrhagic choroidal detachment
tissue plasminogen activator,spontaneous choroidal hemorrhage
methotrexate,Accelerated nodulosis
methotrexate,nodules
methotrexate,extraarticular side effect
methotrexate,macrophage activation syndrome
methotrexate,methotrexate toxicity
streptokinase,Jaundice
cisplatin,colitis
cisplatin,C. difficile colitis
cisplatin,Clostridium difficile colitis
captopril,severe cholestatic jaundice
Captopril,pseudocholangitis
Captopril,"dermatologic, hematologic, and pulmonary adverse effects"
captopril,atypical cholangitis
captopril,liver damage
macrophage-colony-stimulating factor,nephrotic syndrome
M-CSF,nephrotic syndrome
M-CSF,renal disease
M-CSF,macrophage-related glomerular injury
betamethasone,edema
magnesium sulfate,edema
nifedipine,edema
terbutaline,edema
"1,25(OH)2D",Milk-alkali syndrome
calcitriol,milk-alkali syndrome
calcium carbonate,milk-alkali syndrome
ifosfamide,unresponsive
mesna,unresponsive
ifosfamide,Central nervous system (CNS) toxicity
Albendazole,pseudomembranous colitis
metronidazole,pseudomembranous colitis
albendazole,abdominal pain
albendazole,fever
albendazole,worsening diarrhea
Aluminum,Aluminum intoxication
Aluminum,TC
5-fluorouracil,Oculomotor disturbances
5-FU,neurotoxicity
5-FU,ocular motor disturbances
5-fluorouracil,cerebellar dysfunction
5-FU,cerebellar dysfunction
insulin,hypoglycaemia
fluticasone propionate,adrenal suppression
fluticasone propionate,growth retardation
fluticasone propionate,Growth and adrenal suppression
fluticasone propionate,growth may be retarded
Metipranolol,granulomatous anterior uveitis
metripranolol,bilateral granulomatous anterior uveitis
desmopressin,altered mental status
desmopressin,seizures
desmopressin,vague symptoms
desmopressin,syndrome of inappropriate antidiuretic hormone
clarithromycin,Uveitis
ethambutol,Uveitis
rifabutin,Uveitis
acyclovir,increase serum lithium levels
acyclovir,lithium toxicity
acyclovir,increased serum lithium
lithium,increased serum lithium
acyclovir,serum lithium level had increased
lithium,serum lithium level had increased
Dapsone,Dapsone syndrome
dapsone,lethal
dapsone,dapsone reaction
dapsone,fatal
minoxidil,fatal interaction
lithium,NDI
lithium,CDI
lithium,central diabetes insipidus
lithium,Transient central diabetes insipidus
human insulin,lipoatrophy
recombinant DNA human insulin,lipoatrophy
ofloxacin,neurotoxic effects
ofloxacin,Seizures
ofloxacin,renal insufficiency
phenytoin,abnormal liver function tests
phenytoin,erythroderma
phenytoin,phenytoin hypersensitivity syndrome
phenytoin,pinhead-sized facial pustules
phenytoin,tibial and facial oedema
cyclophosphamide,sarcoma
nitrofurantoin,pulmonary fibrosis
nitrofurantoin,Acute pulmonary reactions
nitrofurantoin,pulmonary dysfunction
nitrofurantoin,pulmonary side effects
nitrofurantoin,respiratory failure
dapsone,an infectious mononucleosis-like syndrome
dapsone,cholestatic jaundice
dapsone,cutaneous eruptions
dapsone,minor neurological and gastrointestinal complaints
dapsone,nephrotic syndrome
dapsone,peripheral neuropathy
dapsone,psychosis
dapsone,renal papillary necrosis
dapsone,severe hypoalbuminemia without proteinuria
dapsone,toxic hepatitis
dapsone,Methemoglobinemia
Acetazolamide,osteomalacia
acetazolamide,Severe osteomalacia
phenobarbital,Severe osteomalacia
phenytoin,Severe osteomalacia
methotrexate,hydrocephalus
loperamide,loperamide poisoning
lithium carbonate,Creutzfeldt-Jakob like syndrome
Lithium,Creutzfeldt-Jakob syndrome
Lithium,Creutzfeldt-Jakob disease
Lithium,Lithium neurotoxicity
magnesium,protracted neuromuscular block
vecuronium,protracted neuromuscular block
magnesium sulfate,neuromuscular blockade
MgSO4,neuromuscular blockade
magnesium sulfate,potentiation of muscle relaxants
MgSO4,potentiation of muscle relaxants
magnesium,neuromuscular block
terbinafine,Hepatobiliary disorders
Terbinafine,cholestatic liver disease
cetrimide,metabolic acidosis
chlorhexidine,metabolic acidosis
Ecstasy,Ecstasy poisoning
"3,4-methylenedioxymet-amphetamine Ecstasy",poisoning
mequitazine,photosensitivity
mequitazine,erythematous macule
mequitazine,immediate erythema
mequitazine,cross-reaction to promethazine
promethazine,cross-reaction to promethazine
mequitazine,decreased MED to both UVA and UVB
promethazine,decreased MED to both UVA and UVB
mequitazine,erythema
promethazine,erythema
mequitazine,persistence of the photosensitivity
promethazine,persistence of the photosensitivity
mequitazine,photosensitivity reactions
mequitazine,photosensitivity reaction
methamphetamine,Keratitis
Methamphetamine,injury to the cornea
lidocaine,keratitis
quinine,keratitis
lidocaine,toxic effects
methamphetamine,toxic effects
quinine,toxic effects
methamphetamine,ulcers
methamphetamine,severe corneal ulceration
Methotrexate,cirrhosis
MTX,cirrhosis
Methotrexate,fibrosis
MTX,fibrosis
Methotrexate,liver damage
MTX,liver damage
MTX,liver cirrhosis
MTX,liver failure
Methotrexate,liver cirrhosis
cresol,high fever
insulin,high fever
cresol,increasing myalgia
insulin,increasing myalgia
cresol,lost consciousness
insulin,lost consciousness
cresol,respiratory and metabolic acidosis
insulin,respiratory and metabolic acidosis
cresol,MH
beclomethasone diproprionate,eosinophilic pneumonia reaction
fludarabine,Fatal intravascular autoimmune hemolytic anemia
fludarabine,AIHA
fludarabine,positivation of the DAT
fludarabine,DAT became positive with anti-IgG and anti-C3d antiglobulins
tobramycin,tetany
tobramycin,renal toxicity
insulin,dedifferentiation of the adipocytes
insulin,hyperproduction of TNF-alpha
Insulin,lipoatrophy
insulin,lipoatrophies
Methotrexate,potentially toxic
methotrexate,bone marrow suppression
methotrexate,Painful erosion of psoriatic plaques
methotrexate,painful erosions of their psoriasis
methotrexate,oral and gastrointestinal ulceration
cimetidine,decreased oxygen saturation and arterial PO2
cimetidine,upper gastrointestinal bleeding
tolazoline,upper gastrointestinal bleeding
cimetidine,upper gastrointestinal hemorrhage
tolazoline,upper gastrointestinal hemorrhage
tolazoline,gastrointestinal bleeding
Ambien,death
Zolpidem,death
nitrite,nitrite toxicity
nitrate,methemoglobinemia
esmolol,esmolol toxicity
esmolol hydrochloride,asystole
esmolol,Cardiac arrest
Atenolol,memory impairment
atenolol,impaired memory
amiodarone,thyroiditis
isoniazid,Psychotic disorder
protamine,pulmonary vasoconstriction
protamine,right ventricular failure
protamine,pulmonary hypertension
protamine,bronchoconstriction
protamine,severe hemodynamic deterioration
protamine,systemic hypotension
methicillin,acute nephritic syndrome
methicillin,massive proteinuria
methicillin,Focal glomerulonephritis
methicillin,interstitial nephritis
praziquantel,large cerebral infarction
5-FU,diarrhea
5-FU,mucositis
5-FU,myelosuppression
5-FU,stomatitis
5-fluorouracil,severe adverse reactions
5-fluorouracil,lethal adverse reactions
5-FU,lethal adverse reactions
5-FU,coma
5-FU,encephalopathy
5-FU,neurologic symptoms
5-FU,severe acute 5-FU reactions
5-ASA,fever
mesalamine,fever
prednisone,fever
5-ASA,worsening respiratory distress
mesalamine,worsening respiratory distress
prednisone,worsening respiratory distress
Mesalamine,hypersensitivity pneumonitis
prednisolone,mite infestation
Colchicine,adverse effect on wound healing
Colchicine,collagenase activation
colchicine,delay corneal wound healing
colchicine,Delay of corneal wound healing
colchicine,corneal ulcers refractory to conventional treatment
bicalutamide,Fulminant hepatic failure
minocycline,eruption
minocycline,exfoliative dermatitis
minocycline,dermatitis
minocycline,eosinophilia
minocycline,hepatitis
minocycline,lymphadenopathy
minocycline,lymphocytosis
minocycline,lymphocyte over-activation
minocycline,massive cytokine release
minocycline,severe illness
flurbiprofen,Delayed hypersensitivity
cyclosporin,Eye movement disorders
ganciclovir,Eye movement disorders
cyclosporin,MRI T2 abnormalities
cyclosporin,neurotoxicity
cyclosporin,eye movement abnormality
ganciclovir,eye movement abnormality
cyclosporin,transient brain stem or neuromuscular dysfunction
ganciclovir,transient brain stem or neuromuscular dysfunction
GnRH-a,thrombosis
clonidine,adverse response
clonidine,adverse experiences
acetohexamide,confusion
acetohexamide,head trauma
acetohexamide,systemic hypoglycemic reaction
itraconazole,drug eruption
itraconazole,Primary cutaneous coccidioidomycosis
retinoic acid,potentially fatal symptom
retinoic acid,toxicity
amiodarone,polymorphous ventricular tachycardia
amiodarone,syncope
amiodarone,Nonsustained polymorphous ventricular tachycardia
amiodarone,proarrhythmic
verapamil,Acute asthma
verapamil,dyspnea
verapamil,asthma attack
verapamil,asthma
Cephalexin,Cephalexin rash
ampicillin,ampicillin rash
cephalexin,rash
ampicillin,rash
carbamazepine,pancreatitis
CBZ,pancreatitis
CBZ,acute pancreatitis
MTX,pneumonitis
MTX,pulmonary toxicity
inorganic arsenic,hepatic angiosarcoma
Thorotrast,hepatic angiosarcoma
vinyl chloride,hepatic angiosarcoma
ferrous sulfate,reduce the gastrointestinal absorption of orally administered levothyroxine sodium
ferrous sulfate,hypothyroid
hepatitis B vaccination,mental nerve neuropathy
tamoxifen,proliferative lesions of the endometrium
tamoxifen,intermittent spotting
tamoxifen,uterine enlargement
tamoxifen,carcinoma
tamoxifen,endometrial lesions
Bleomycin,metastatic nodules
cyclophosphamide,metastatic nodules
bleomycin,fibrotic lesions
cyclophosphamide,fibrotic lesions
procainamide hydrochloride,lupus syndrome
procainamide,lupus syndrome
magnesium sulfate,hypermagnesemia
magnesium,magnesium toxicosis
magnesium sulfate,magnesium toxicosis
lovastatin,rhabdomyolysis
azithromycin,rhabdomyolysis
Erythromycin,rhabdomyolysis
prednisone,died
epinephrine,severe hypertension
phenylephrine,severe hypertension
tamoxifen,Acute leukaemia
Tamoxifen,carcinogenic
tamoxifen,acute myeloid leukaemia
tamoxifen,AML
all-trans retinoic acid,Relapse in the external auditory canal of acute promyelocytic leukemia
ATRA,extramedullary relapse
methimazole,Cutaneous reactions
propylthiouracil,Cutaneous reactions
thionamide,Generalized maculopapular and papular purpuric eruptions
Propylthiouracil,cutaneous vasculitis
zonisamide,heat stroke
zonisamide,neurological symptoms
zonisamide,oligohidrosis
zonisamide,Heat stroke-like episode
suramin,Acute renal failure
suramin,renal failure
suramin,nonoliguric renal failure
Clozapine,polyserositis
clozapine,pericardial effusion
clozapine,pericarditis
clozapine,pleural effusion
amphotericin B,severe side effects
ARA-C,fever
cytosine arabinoside,fever
ARA-C,gastrointestinal tract symptoms
cytosine arabinoside,gastrointestinal tract symptoms
ARA-C,infectious complications
cytosine arabinoside,infectious complications
ARA-C,severe myalgias
cytosine arabinoside,severe myalgias
rhGH,hypercalcemia
growth hormone,Hypercalcemia
cisplatin,Hypersensitivity reactions
cisplatin,abdominal pain
cisplatin,dyspnea
cisplatin,fever
cisplatin,general erythema
cisplatin,hypotension
cisplatin,renal tubular salt wasting
phenolphthalein,TEN
phenolphthalein,toxic epidermal necrolysis
phenolphthalein,rash
clarithromycin,Carbamazepine toxicity
carbamazepine,ataxia
clarithromycin,ataxia
carbamazepine,dizziness
clarithromycin,dizziness
carbamazepine,drowsiness
clarithromycin,drowsiness
carbamazepine,toxic symptoms
clarithromycin,toxic symptoms
carbamazepine,increased plasma carbamazepine
clarithromycin,increased plasma carbamazepine
acetazolamide,acetazolamide intoxication
acetazolamide,Acute hemorrhagic gastritis
AZ,acute hemorrhagic gastritis
AZ,AZ intoxication
AZ,destroyed the gastric mucosal barrier
AZ,hemorrhagic gastritis
AZ,thrombocytopenia due to bone marrow disorder
magnesium ammonium phosphate,urinary calculus
Magnesium,urinary calculus
Danazol,thrombocytopenia
danazol,gingival bleeding
danazol,purpura
low-molecular weight heparin,Skin necrosis
reserpine,reserpine toxicity
sodium bisulfite,contact dermatitis
sodium bisulfite,eruption
mesalamine,Acute pancreatitis
mesalamine,pancreatitis
enalapril,acute renal failure
enalapril,severe tubulointerstitial changes
ritonavir,maculopapular eruption
Ritonavir,adverse cutaneous reactions
ritonavir,fever
methicillin,Nephropathy
methysergide,retroperitoneal fibrosis
alpha-interferon,Vitiligo
interferon alpha 2a,vitiligo
ticlopidine,febrile agranulocytosis
ticlopidine,Agranulocytosis
Ticlopidine,severe bone marrow suppression
toxicity,ifosfamide
4-hydroxyifosfamide,toxicity
chloroacetaldehyde,toxicity
ifosfamide,toxicity
methyldopa,hepatitis
Methyldopa,liver injury
morphine,Acute respiratory depression
morphine,bradypneic
morphine,hypotensive
penicillamine,Acute dystonia
penicillamine,thalamic and brainstem lesions
d-penicillamine,acute generalized dystonia
d-penicillamine,brainstem and thalamic lesions
d-penicillamine,akinetic rigid syndrome
heroin,Ballistic movements
heroin,ischemic infarcts
heroin,bilateral ballism
heroin,Stroke
cyclosporine,hypersensitivity reactions
cyclosporine,Anaphylaxis
Cremophor EL,Hypersensitivity reactions
cyclosporine,hypersensitivity reaction
cyclosporine,anaphylactic reaction
Prothipendylhydrochloride,priapism
actinomycin D,hepatotoxicity
epirubicin,hepatotoxicity
vincristine,hepatotoxicity
bleomycin,acral necrosis
bleomycin,Raynaud's phenomenon
vinblastine,gangrene
vincristine,gangrene
bleomycin,severe Raynaud's phenomenon
vinblastine,severe Raynaud's phenomenon
vincristine,severe Raynaud's phenomenon
interferon alfa,thrombocythemia
pentostatin,thrombocythemia
interferon alfa,hematological malignancy
interferon alfa,Second cancers
dexamethasone,hypertrophic obstructive cardiomyopathy
propranolol,lower average heart rate
propranolol,lower average mean blood pressure
dexamethasone,left ventricular outflow tract obstruction
dexamethasone,septal hypertrophy
clindamycin,abdominal cramping
clindamycin,multiple watery stools
clindamycin phosphate,Clostridium difficile toxin-induced colitis
clindamycin,CDIC
clindamycin phosphate,CDIC
clindamycin,C. difficile toxin
clindamycin phosphate,C. difficile toxin
clindamycin,diarrhea
clindamycin phosphate,diarrhea
clindamycin,C. difficile toxin in stool
clindamycin phosphate,toxin-positive Clostridium difficile-induced colitis
lamotrigine,TEN
valproic acid,TEN
lamotrigine,Fatal toxic epidermal necrolysis
lamotrigine,accumulation of a toxic intermediate metabolite
valproic acid,accumulation of a toxic intermediate metabolite
lamotrigine,increased serum lamotrigine levels
valproic acid,increased serum lamotrigine levels
lamotrigine,SJS
risperidone,syndrome of increased affect
risperidone,feelings of agitation
risperidone,insomnia
risperidone,intolerable affect
risperidone,periods of crying
risperidone,increase affect
Methanol,bilateral putaminal injury
Methanol,Methanol toxicity
Methanol,severe central nervous system insult
methanol,methanol intoxication
methanol,Putaminal infarct
methanol,methanol poisoning
methanol,bilateral putaminal necrosis
methanol,cerebral edema
methanol,diffuse brain involvement
methanol,fatal
methanol,ventricular compression
risperidone,dyskinetic movements
venlafaxine,Increased ocular pressure
procainamide,clinical lupus syndrome
procainamide,diffuse proliferative glomerulonephritis
procainamide,lupus erythematosus
procainamide,Glomerulonephritis
penicillin,acute blistering eruption
suxamethonium,apnoea
sulprostone,Cardiac arrest
sulprostone,coronary spasm
desmethylsertraline,doubling of the lamotrigine blood level
lamotrigine,doubling of the lamotrigine blood level
sertraline,doubling of the lamotrigine blood level
desmethylsertraline,symptoms of toxicity
lamotrigine,symptoms of toxicity
sertraline,symptoms of toxicity
Lamotrigine,Lamotrigine toxicity
sertraline,Lamotrigine toxicity
Flutamide,decrease in prostate-specific antigen
Flutamide,Flutamide withdrawal syndrome
flutamide,Prolonged prostate-specific antigen response
flutamide,decoupling of PSA response
flutamide,PSA continued to decrease
prednisone,Anaphylactic reaction
HAL,significant 32%-46% loss of tyrosine hydroxylase (TH) immunoreactive neurons
Pancrease MT 16,vomiting
Viokase,vomiting
Creon 10,vomiting
valproate,symptomatic methemoglobinemia
Depakote,symptomatic methemoglobinemia
divalproex sodium,symptomatic methemoglobinemia
mitomycin C,hemolytic anemia
MMC,hemolytic anemia
mitomycin C,hemolytic uremic syndrome
MMC,hemolytic uremic syndrome
mitomycin C,progressive renal failure
MMC,progressive renal failure
mitomycin C,thrombocytopenia
MMC,thrombocytopenia
fludarabine phosphate,CD4 T-lymphocyte depletion
fludarabine phosphate,myelosuppression
fludarabine phosphate,severe infections
fludarabine,Severe respiratory syncytial virus pulmonary infection
fludarabine phosphate,respiratory syncytial virus (RSV) infection
phenelzine,Serotonin syndrome
G-CSF,leucocytosis
G-CSF,Leukaemoid monocytosis
G-CSF,monocytosis
chlorambucil,balanced translocation
chlorambucil,Chromosome abnormalities
PTU,ANCA
propylthiouracil,Antineutrophil cytoplasmic antibody-positive crescentic glomerulonephritis
propylthiouracil,antineutrophil cytoplasmic antibody
PTU,antineutrophil cytoplasmic antibody
theophylline,drug interaction
zafirlukast,drug interaction
theophylline,reaction to the drug became more toxic
theophylline,increase in the theophylline level
zafirlukast,increase in the theophylline level
Accolate,theophylline levels had increased to the toxic range
theophylline,theophylline levels had increased to the toxic range
zafirlukast,theophylline levels had increased to the toxic range
theophylline,drug-drug interaction
zafirlukast,drug-drug interaction
clozapine,rhabdomyolysis
diphenhydramine,anticholinergic symptoms
diphenhydramine,drug-seeking behavior
Pentasa,pancytopenia
Pentasa,diarrhea
Pentasa,fever
Pentasa,malaise
Pentasa,nausea
5-aminosalicylic acid,Pancytopenia
alprazolam,Changes in the plasma cortisol level
alprazolam,decreased plasma cortisol level
cyclosporine,Nocardia Asteroides brain abscess
prednisone,Nocardia Asteroides brain abscess
cisplatin,progressive sensorineural hearing loss
pentazocine,gradual stiffness
pentazocine,weakness of the lower extremities
pentazocine,fibrous myopathy
pentazocine,neuromuscular complication
pentazocine,neuropathy
pentazocine,pentazocine toxicity
olanzapine,extrapyramidal side effects
olanzapine,Severe akathisia
metrifonate,Seizures
tPA,vitreous hemorrhage
praziquantel,inflammation
Haloperidol,NMS
Methimazole,aplastic anemia
methimazole,AA
Adriamycin,FSGS
pranlukast,ATIN
pranlukast,hypersensitivity reaction
pranlukast,Tubulointerstitial nephritis
pranlukast,anemia
isosorbide dinitrate,syncope
nitrate,hypotension
nitrate,unconsciousness
isosorbide dinitrate,blood pressure decreased
isosorbide dinitrate,sudden decrease in pulse rate
nitrate,Syncope
voglibose,acute dizziness
voglibose,intolerable dizziness
voglibose,nausea
voglibose,vomiting
Naproxen,sudden sensorineural hearing loss
Naproxen,tinnitus
Naproxen,transient hearing loss
naproxen,sensorineural hearing loss
niacin,Dental and gingival pain
niacin,hyperalgesia of sensory nerve receptors
niacin,pain to the teeth
niacin,potentiation of inflammation in the gingiva
niacin,prostaglandin-mediated vasodilatation
niacin,intense dental and gingival pain
calcitriol,potassium loss
phosphate,potassium loss
calcitriol,secondary hyperparathyroidism
phosphate,secondary hyperparathyroidism
calcitriol,vitamin D intoxication
phosphate,vitamin D intoxication
phosphate,hypokalemia
phosphate,Progressive hypokalemia
phosphate,decrease in plasma potassium
phosphate,Transtubular potassium gradient (TTKG) also decreased
gold,Alveolar-interstitial pneumopathy
gold,pulmonary toxicity
gold,respiratory failure
tuberculin,hypersensitivity response
halcinonide,glycosuria
halcinonide,postprandial hyperglycemia
betamethasone valerate,postprandial hyperglycemia
nefazodone,confusion
nefazodone,gray areas
nefazodone,headache
nefazodone,interfere with tacrolimus metabolism
tacrolimus,interfere with tacrolimus metabolism
nefazodone,Interaction
tacrolimus,Interaction
nefazodone,inhibits metabolism of tacrolimus
tacrolimus,inhibits metabolism of tacrolimus
mirtazapine,intoxication
vitamin D,acute vitamin D poisoning
vitamin D,hypercalcemia
furosemide,congestive heart failure
vitamin D,vitamin D intoxication
vitamin D,severe hypercalcemia
vitamin D,vitamin D poisoning
MTX,overwhelming hepatic necrosis
Methotrexate,hepatic necrosis
MTX,hepatic injury
MTX,liver enzyme elevations
vinorelbine,hypokalemia
vinorelbine,SIADH
vinorelbine,syndrome of inappropriate antidiuretic hormone
Pirmenol hydrochloride,QT prolongation
Pirmenol hydrochloride,T wave inversion
pirmenol,QT prolongation
pirmenol,T wave inversion
pirmenol,prolongation of the QT interval
praziquantel,myositis
praziquantel,diffuse myalgia
praziquantel,fever
praziquantel,inflammatory reaction around dying cysticerci
praziquantel,weakness of the lower limbs
alteplase,Massive subfascial hematoma
alteplase,subfascial hemorrhage
alteplase,subfascial hematoma
alteplase,cutaneous ecchymosis
alteplase,diffuse subfascial hematoma
alteplase,sudden fall in hemoglobin
levomepromazine,fatal case of pancytopenia
diazepam,fatal pancytopenia
levomepromazine,fatal pancytopenia
lithium carbonate,fatal pancytopenia
Amiodarone,thyrotropin receptor antibody
amiodarone,thyrotropin-binding inhibiting immunoglobulin
amiodarone,transiently positive thyrotropin (TSH) receptor antibody
amiodarone,AIT
amiodarone,destructive thyroiditis
amiodarone,TRAb/TBII without thyroid-stimulating activity
mineral oil,Lipoid pneumonia
mineral oil,ELP
mineral oil,pneumonia
mineral oil,swallowing dysfunction
Mineral oil,impair mucociliary transport
mineral oil,potential hazards
mineral oil,roentgenographic abnormalities
mineral oil,exogenous lipoid pneumonia
burn injury,psoralens
psoralens,phototoxic reactions
8-methoxypsoralen,intense burn
psoralen,skin extremely sensitive
psoralen,Sunburn
Metoclopramide,nonthrombocytopenic vascular-type palpable purpura
metoclopramide,nonthrombocytopenic palpable purpura
Lithium,diabetes insipidus-like syndrome
Lithium,lithium intoxication
Helicobacter pylori infection,chronic inflammation 
mold,chest pain
mold,headaches
abnormality,calluses
radiation,ulceration
stitches ,scars
vaccine,outbreak
infection,swelling 
infection,inflammation
stimulation of  the vagus nerve,contractions of the diaphragm
virus,plantar warts
sensoril,fatigue
nasal,dizziness
fear,anxiety
diarrhoea,death
herniated or bulging disc,spinal stenosis
fungus,irritation
 viruses,Viral gastroenteritis 
indigestion,stomach pain
sulfites,headaches
death,bipolar disorder
fever,convulsions
killers,chronic and tension headaches
pneumococcus bacteria,pneumococcal meningitis
progesterone,endometrium changes
collagen,ligaments
disruption,sensitive reaction in the brain
parasite,pain
dermatophytes,cutaneous mycoses
wine,headache
chronic migraines,headache
neck pain,headache
abdominal weight gain,adaptogens
fever heat,rashes
Trichophyton tonsurans,infects the hairs and causes them to break
breakdown of soft tissues in the shoulder region,sho problems
pain and discomfort,asbestos cancer
bite of infected mosquitoes,yellow fever
bo water,burns
nerve toxin,serious paralytic illness
chronic inflammation of the perichondrium,cysts
bacteria bordetella pertussis,whooping cough
bacteria, inflammation
caffeine overdose,cardiovascular collapse
viruses of the H5 and H7 subtypes,avian influenza
wound,infection
live polio virus,outbreak
titan,collagen contraction
allergies,sneezing and coughing
sebaceous glands,acne
virus that is usually contracted through the saliva of an infected animal,rabies
neoplastic proliferation of cells in the lymphoid system,lymphomas
"infections that occur when pores in the skin are filled with oil, dirt, or other substances",acne
"ingestion of wheat, rye, barley, and possibly oat products",celiac disease (CD) 
H1N1 virus,swine flu 
hepatitis B virus,hepatitis B 
dilations in tiny blood vessels called capillaries,birthmarks
viruses,ordinary warts
narrowing of the arteries,High blood pressure 
acne or pimples,"hor changes</e2>, wrong food habits and improper skin care"
bou pulses,relatively low systemic art blood pressure
the presence of the tumor, incr pressure</e1> within the skull
hepatitis A virus (HAV),inflammation of the liver 
sympathetic and the course of vaso-motor nerves,vascular dilatation
 vitreous gel tugging on the retina,flashes
"illness caused by a bacteria found in raw food, soil, or water",salmonellosis
 growth of unusual bacteria,inflammation
" inflammation of the lungs caused by bacteria, viruses, or chemical irritants",Pneumonia
blockages,build-up of  plaque</e2> along the artery walls
eating food contaminated with Staphylococcus aureus,Staphylococcal  poisoning
human papillomavirus,head and neck cancers
human papillomavirus,anal cancers
human papillomavirus,cancer of the larynx
drainage of the paraumbilical vein,pseudolesion
staphylococcal bacterial infections of the hair follicles,Boils or furuncles
infection with the human papillomavirus (HPV),Cervical cancer 
radi exposures,cancers 
bacterium Helicobacter pylori,gastritis
bacterium Helicobacter pylori,peptic ulcer disease
various species of candida,"Monilia, candida or yeast infections"
exhaustion and dehydration,nausea and dizziness
sharp decrease in estrogen levels that leads to an increased rate of bone remodeling,Osteoporosis
smoking,swelling of the vocal fold mucosa
herpes simplex virus , sores</e1> or fever blisters
 bacterial infection,Sinusitis
Plasmodium,Malaria
NGU (NonGonococcal Urethritis,pathogens 
adenomyosis,pain
defective lysosomal enzymes, lysosomal storage diseases
malfunction involving the digestive enzymes that the pancreas makes,Pancreatitis
fever,constipation
toxoplasma gondii,toxoplasmosis
local infection of the lacrimal gland by bacteria or viruses,Dacryoadenitis
exhaustion ,fever
fever,febrile seizure
"physical stresses of everyday life, including poor posture, muscle tension from psychologic stress or  sleeping</e2>",Cervical strain
 hormone deficiencies and imbalances,Paralysis or convulsions
bacterial toxin,muscle paralysis
aasthma,Coughing
depression, insomnia
" warm temperature, high humidity and poor soil condition",Fungal growth and aflatoxin contamination
dehydration,fever
sun and environmental pollutants,inflammation and skin irritation
antibiotics,colitis
indigestion,chest pain
immunizations,fever
stress,neck tension
rhythm,palpitation
non-repeating ge problems,miscarriages
salmonella,food infection
nutrasweet/aspartame,headaches and dizziness
splenda/sucalose,headaches and dizziness
H5N1 virus, rapid deterioration and high fatality
intubation,"anesthesia complications, post-operative difficulty breathing, and  throat"
inhalation of petroleum distillates, death
radiation therapy,brain injury
drinking coffee and tea,tremors
"eyestrain< nausea, agitation or nervousness",headache
soaps,skin irritation
blockage comes from a blood clot that develops in one of the brain's blood vessels,ischemic stroke
exhaustion ,heart attack 
fluid loss ,dehydration
